comp_name;acme_code;active;emp_name;country_states;gender_code;gender;marital_status;ethnicity;dt_birthday;dt_hire;dt_resignation;satisfaction_grade;actual_salary
5|ACME Corporation;340;1;Liz Cardoso Martins;5|Portugal|6|PORTO;F;Female;7|Widowed ;7|  Hispanic or LATINO;18/01/1972;28/05/2016;#N/A;5;€ 2.580,00
5|ACME Corporation;341;1;Miguelito Aragão Seixas;5|Portugal|22|Vila Real;M;Male;7|Widowed ;8|ASIAN;14/04/1966;17/11/2016;#N/A;5;€ 1.205,00
5|ACME Corporation;342;1;Sophia Aguiar Café;5|Portugal|6|PORTO;F;Female;9|DIVORCED;6|Black or African American;26/10/1968;11/07/2015;#N/A;5;€ 2.500,00
5|ACME Corporation;343;1;Luan Simões Brasão;5|Portugal|7| Setúbal ;M;Male;9|DIVORCED;5| white;03/11/1954;28/11/2007;#N/A;4;€ 1.385,00
5|ACME Corporation;344;1;Maria Cecília Faria Salvador;5|Portugal|15| ÉVORA;F;Female;8| Separated ;5| white;14/02/1966;11/02/2020;#N/A;4;€ 3.000,00
5|ACME Corporation;345;1;Heloísa Chaves Saragoça;5|Portugal|17|Viseu;F;Female;9|DIVORCED;5| white;09/03/1985;09/07/2008;#N/A;5;€ 1.285,00
5|ACME Corporation;346;1;Matheus Moreira Chaves;5|Portugal|18|Castelo Branco;M;Male;7|Widowed ;5| white;26/01/1975;03/02/2016;#N/A;4;€ 3.080,00
5|ACME Corporation;347;1;Leonardo Alvarenga Batista;5|Portugal|17|Viseu;M;Male;8| Separated ;5| white;30/07/1969;18/05/2018;#N/A;5;€ 1.205,00
5|ACME Corporation;348;1;Vinícius Testa Mancini;5|Portugal|16|Azores;M;Male;8| Separated ;5| white;29/06/1964;07/04/2006;#N/A;5;€ 3.000,00
5|ACME Corporation;349;1;Frankin Melo Galli;5|Portugal|14|Madeira;M;Male;8| Separated ;6|Black or African American;24/06/1986;04/01/2010;#N/A;4;€ 1.305,00
5|ACME Corporation;350;1;Gabriela Leitão Batista;5|Portugal|24|Brangança;F;Female;6|MarrieD;5| white;11/10/1961;25/11/2011;#N/A;4;€ 2.500,00
5|ACME Corporation;351;1;Adelaide Café Soares;5|Portugal|13|Coimbra;F;Female;7|Widowed ;7|  Hispanic or LATINO;18/03/1975;24/07/2013;#N/A;4;€ 1.285,00
5|ACME Corporation;352;1;Alicia Martins Pinheiro;5|Portugal|20|Portalegre;F;Female;9|DIVORCED;5| white;28/01/1984;23/07/2009;#N/A;4;€ 3.000,00
5|ACME Corporation;353;1;Bryan Alves Albuquerque;5|Portugal|14|Madeira;M;Male;7|Widowed ;5| white;26/09/1979;03/11/2011;#N/A;4;€ 1.305,00
5|ACME Corporation;354;1;Júlia Clara Vaz Andrade;5|Portugal|21|Guarda;F;Female;9|DIVORCED;5| white;19/06/1972;07/08/2001;#N/A;5;€ 2.500,00
5|ACME Corporation;355;1;Maria Luiza Azeredo Batista;5|Portugal|24|Brangança;F;Female;5|single;5| white;28/06/1985;21/01/2007;#N/A;4;€ 1.205,00
5|ACME Corporation;356;1;Maria Júlia Mazza Barros;5|Portugal|10|Faro;F;Female;5|single;6|Black or African American;19/07/1949;25/08/2010;#N/A;5;€ 3.000,00
5|ACME Corporation;357;1;Kelvin Cândido Pimenta;5|Portugal|11|Santarém;M;Male;8| Separated ;5| white;26/05/1983;12/08/2002;#N/A;5;€ 1.205,00
5|ACME Corporation;358;1;Ana Júlia Ildelfonso Frasão;5|Portugal|18|Castelo Branco;F;Female;7|Widowed ;5| white;19/12/1955;31/10/2018;#N/A;4;€ 2.500,00
5|ACME Corporation;359;1;Adélio Tavares Pinto;5|Portugal|5| Lisboa;M;Male;7|Widowed ;5| white;17/02/1988;28/01/2015;#N/A;4;€ 1.205,00
5|ACME Corporation;360;1;Malu Alvaregna Costatini;5|Portugal|23|Viana do Castelo;F;Female;6|MarrieD;8|ASIAN;04/02/1965;14/05/2012;#N/A;5;€ 3.000,00
5|ACME Corporation;361;1;Caleb Russo Teixeira;5|Portugal|12|Leiria;M;Male;6|MarrieD;5| white;25/05/1981;18/03/2015;#N/A;4;€ 1.385,00
5|ACME Corporation;362;1;Vanessa Mazza Sá;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;7|  Hispanic or LATINO;04/04/1969;13/10/2007;#N/A;5;€ 2.580,00
5|ACME Corporation;363;1;Péricles Oliveira Braga;5|Portugal|24|Brangança;M;Male;9|DIVORCED;6|Black or African American;11/07/1968;26/09/2015;#N/A;5;€ 1.205,00
5|ACME Corporation;364;1;Maria Sophia Pedroso Marino;5|Portugal|10|Faro;F;Female;7|Widowed ;5| white;15/03/1984;13/08/2002;#N/A;5;€ 3.080,00
5|ACME Corporation;365;1;Yago Soares Abranches;5|Portugal|18|Castelo Branco;M;Male;7|Widowed ;5| white;23/02/1984;13/11/2008;#N/A;5;€ 1.305,00
5|ACME Corporation;366;1;Pablo Santacruz Siqueira;5|Portugal|6|PORTO;M;Male;8| Separated ;5| white;21/01/1958;03/07/2014;#N/A;5;€ 2.580,00
5|ACME Corporation;367;1;Guilherme Augusto Mazza Siqueira;5|Portugal|22|Vila Real;M;Male;7|Widowed ;5| white;27/02/1975;15/12/2006;#N/A;4;€ 1.205,00
5|ACME Corporation;368;1;Arthur Gabriel Pellegrini Ferreira;5|Portugal|11|Santarém;M;Male;8| Separated ;5| white;18/03/1975;07/04/2016;#N/A;4;€ 2.500,00
5|ACME Corporation;369;1;Eva Giordano Barbieri;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;5| white;28/05/1958;13/09/2003;#N/A;5;€ 1.205,00
5|ACME Corporation;370;1;Natanael Lombardi Chaves;5|Portugal|5| Lisboa;M;Male;8| Separated ;6|Black or African American;27/02/1979;02/11/2011;#N/A;5;€ 2.580,00
5|ACME Corporation;371;1;Aline Cândido Barros;5|Portugal|24|Brangança;F;Female;7|Widowed ;5| white;15/03/1977;28/01/2009;#N/A;5;€ 1.305,00
5|ACME Corporation;372;1;Alice Leitão Farias;5|Portugal|19|Beja;F;Female;8| Separated ;5| white;18/09/1951;11/04/2010;#N/A;5;€ 3.000,00
5|ACME Corporation;373;1;Tiago Badu Ricci;5|Portugal|20|Portalegre;M;Male;5|single;7|  Hispanic or LATINO;19/09/1973;30/09/2016;#N/A;4;€ 1.305,00
5|ACME Corporation;374;1;João Miguel Leite Santos;5|Portugal|5| Lisboa;M;Male;5|single;5| white;01/06/1960;08/11/2014;#N/A;4;€ 2.500,00
5|ACME Corporation;375;1;Glória Maria Colombo Cardoso;5|Portugal|7| Setúbal ;F;Female;9|DIVORCED;5| white;22/01/1978;27/04/2015;#N/A;5;€ 1.305,00
5|ACME Corporation;376;1;Erick Pellegrini Barboza;5|Portugal|12|Leiria;M;Male;6|MarrieD;5| white;08/03/1980;10/11/2016;#N/A;5;€ 2.580,00
5|ACME Corporation;377;1;Luana Souza Moretti;5|Portugal|17|Viseu;F;Female;6|MarrieD;6|Black or African American;13/08/1962;06/01/2005;#N/A;5;€ 1.305,00
5|ACME Corporation;378;1;Bruna Farias Lopes;5|Portugal|15| ÉVORA;F;Female;8| Separated ;5| white;17/03/1957;23/09/2010;#N/A;5;€ 2.500,00
5|ACME Corporation;379;1;José Francisco Poeta Evangelista;5|Portugal|24|Brangança;M;Male;5|single;8|ASIAN;31/03/1976;31/03/2018;#N/A;4;€ 1.205,00
5|ACME Corporation;380;1;Martin Lima Costatini;5|Portugal|24|Brangança;M;Male;8| Separated ;5| white;04/03/1968;01/01/2008;#N/A;5;€ 2.500,00
5|ACME Corporation;381;1;Rafael Camacho Borba;5|Portugal|15| ÉVORA;M;Male;5|single;5| white;05/09/1981;23/06/2015;#N/A;4;€ 1.305,00
5|ACME Corporation;382;1;Isadora Cardoso Cardoso;5|Portugal|20|Portalegre;F;Female;9|DIVORCED;9|  american Indian or Alaska Native;13/04/1969;01/04/2009;#N/A;5;€ 3.080,00
5|ACME Corporation;383;1;João Vitor Resende Melo;5|Portugal|6|PORTO;M;Male;6|MarrieD;5| white;15/08/1967;26/08/2021;#N/A;5;€ 1.285,00
5|ACME Corporation;384;1;Danylo Fernandes Moretti;5|Portugal|15| ÉVORA;M;Male;9|DIVORCED;7|  Hispanic or LATINO;31/01/1964;06/02/2008;#N/A;4;€ 3.000,00
5|ACME Corporation;385;1;Caroline Souza Galli;5|Portugal|19|Beja;F;Female;6|MarrieD;5| white;31/10/1947;27/12/2002;#N/A;5;€ 1.205,00
5|ACME Corporation;386;1;João Luccas Moreira Auth;5|Portugal|8|AveirO;M;Male;8| Separated ;5| white;08/05/1964;24/08/2006;#N/A;4;€ 2.580,00
5|ACME Corporation;387;1;Ana Júlia Cândido Barbieri;5|Portugal|15| ÉVORA;F;Female;5|single;5| white;07/04/1957;29/03/2011;#N/A;4;€ 1.385,00
5|ACME Corporation;388;1;João Guilherme Moretti Mello;5|Portugal|23|Viana do Castelo;M;Male;8| Separated ;5| white;21/12/1963;24/02/2000;#N/A;5;€ 3.000,00
5|ACME Corporation;389;1;Rachel Chaves Aragão;5|Portugal|23|Viana do Castelo;F;Female;9|DIVORCED;5| white;06/06/1978;15/06/2002;#N/A;4;€ 1.305,00
5|ACME Corporation;390;1;Nathália Oliveira Barbosa;5|Portugal|10|Faro;F;Female;7|Widowed ;5| white;22/02/1948;19/08/2000;#N/A;5;€ 3.000,00
5|ACME Corporation;391;1;Emilly Resende Brito;5|Portugal|17|Viseu;F;Female;8| Separated ;6|Black or African American;16/03/1967;15/12/2007;#N/A;5;€ 1.385,00
5|ACME Corporation;392;1;Maria Cecília Moura Café;5|Portugal|20|Portalegre;F;Female;7|Widowed ;5| white;20/11/1975;23/07/2000;#N/A;5;€ 2.500,00
5|ACME Corporation;393;1;Pedro Miguel Barbosa Evangelista;5|Portugal|9|braga;M;Male;8| Separated ;5| white;23/09/1981;16/12/2018;#N/A;5;€ 1.285,00
5|ACME Corporation;394;1;Wilian Ferrara Gouveia;5|Portugal|9|braga;M;Male;5|single;5| white;19/04/1976;25/05/2017;#N/A;5;€ 3.080,00
5|ACME Corporation;395;1;Heloísa Helena Sacramento Gallo;5|Portugal|15| ÉVORA;F;Female;6|MarrieD;7|  Hispanic or LATINO;02/04/1955;05/01/2019;#N/A;4;€ 1.205,00
5|ACME Corporation;396;1;José Heleno Martini Martinelli;5|Portugal|19|Beja;M;Male;7|Widowed ;5| white;12/06/1980;07/12/1999;#N/A;4;€ 3.080,00
5|ACME Corporation;397;1;Muricy Leitão Borba;5|Portugal|10|Faro;M;Male;7|Widowed ;5| white;07/08/1976;14/03/2006;#N/A;4;€ 1.205,00
5|ACME Corporation;398;1;Erick Frois Azeredo;5|Portugal|19|Beja;M;Male;9|DIVORCED;8|ASIAN;04/12/1970;15/03/2016;#N/A;4;€ 3.080,00
5|ACME Corporation;399;1;Júlio Bianchi dos Santos;5|Portugal|17|Viseu;M;Male;8| Separated ;5| white;05/12/1965;19/03/2001;#N/A;4;€ 1.385,00
5|ACME Corporation;400;1;Maria Alice Oliveira Esteves;5|Portugal|12|Leiria;F;Female;5|single;5| white;09/12/1980;15/08/2008;#N/A;5;€ 3.080,00
5|ACME Corporation;401;1;Flaviano Bispo Pinto;5|Portugal|13|Coimbra;M;Male;8| Separated ;5| white;18/09/1985;15/10/2017;#N/A;5;€ 1.205,00
5|ACME Corporation;402;1;Maria Cecília Morato Chaves;5|Portugal|21|Guarda;F;Female;6|MarrieD;5| white;06/12/1967;19/11/2016;#N/A;5;€ 3.000,00
5|ACME Corporation;403;1;Ayla Marino Carvalho;5|Portugal|15| ÉVORA;F;Female;9|DIVORCED;5| white;10/12/1952;15/05/2008;#N/A;5;€ 1.305,00
5|ACME Corporation;404;1;Nathan Sacramento Borges;5|Portugal|21|Guarda;M;Male;8| Separated ;5| white;25/01/1955;04/01/2003;#N/A;5;€ 3.000,00
5|ACME Corporation;405;1;Michael Mazza Morais;5|Portugal|22|Vila Real;M;Male;6|MarrieD;6|Black or African American;14/04/1966;23/05/1999;#N/A;5;€ 1.285,00
5|ACME Corporation;406;1;Isabel Esteves Martins;5|Portugal|5| Lisboa;F;Female;6|MarrieD;7|  Hispanic or LATINO;12/10/1981;28/12/2017;#N/A;4;€ 3.000,00
5|ACME Corporation;407;1;Ian Pellegrini Colombo;5|Portugal|12|Leiria;M;Male;9|DIVORCED;5| white;28/01/1983;26/10/1999;#N/A;5;€ 1.305,00
5|ACME Corporation;408;1;Matheus Bruno Longo Faria;5|Portugal|14|Madeira;M;Male;7|Widowed ;5| white;30/09/1947;25/04/2005;#N/A;4;€ 3.000,00
5|ACME Corporation;409;1;Gael Caminha Rossi;5|Portugal|11|Santarém;M;Male;6|MarrieD;5| white;15/11/1950;23/10/2016;#N/A;4;€ 1.385,00
5|ACME Corporation;410;1;Esther Alvaregna Amor;5|Portugal|19|Beja;F;Female;7|Widowed ;5| white;06/08/1966;14/03/2004;#N/A;4;€ 3.080,00
5|ACME Corporation;411;1;Kleriston Auth Barreto;5|Portugal|13|Coimbra;M;Male;5|single;5| white;01/02/1955;20/08/1999;#N/A;5;€ 1.385,00
5|ACME Corporation;412;1;Ana Liz Café Costatini;5|Portugal|18|Castelo Branco;F;Female;9|DIVORCED;6|Black or African American;12/10/1966;05/08/2009;#N/A;5;€ 2.500,00
5|ACME Corporation;413;1;Octávio Ferrara Caminha;5|Portugal|8|AveirO;M;Male;6|MarrieD;5| white;16/03/1984;17/12/1999;#N/A;5;€ 1.305,00
5|ACME Corporation;414;1;Mariah Lombardi Monti;5|Portugal|15| ÉVORA;F;Female;6|MarrieD;5| white;22/02/1962;27/12/2012;#N/A;4;€ 2.500,00
5|ACME Corporation;415;1;Nicolas Alvarenga Duarte;5|Portugal|22|Vila Real;M;Male;9|DIVORCED;5| white;05/11/1983;30/03/2021;#N/A;4;€ 1.305,00
5|ACME Corporation;416;1;Flávio Pasquim Alvarenga;5|Portugal|14|Madeira;M;Male;6|MarrieD;5| white;18/04/1975;14/12/2010;#N/A;5;€ 2.500,00
5|ACME Corporation;417;1;Letícia Gomes Ferrara;5|Portugal|11|Santarém;F;Female;8| Separated ;8|ASIAN;21/12/1969;11/08/2006;#N/A;4;€ 1.205,00
5|ACME Corporation;418;1;João Victor Garcia Oliveira;5|Portugal|9|braga;M;Male;7|Widowed ;5| white;23/09/1961;05/10/2006;#N/A;4;€ 3.000,00
5|ACME Corporation;419;1;Levy Silva Siqueira;5|Portugal|24|Brangança;M;Male;7|Widowed ;6|Black or African American;16/03/1972;08/05/2001;#N/A;5;€ 1.285,00
5|ACME Corporation;420;1;Maryah Chaves Russo;5|Portugal|8|AveirO;F;Female;5|single;5| white;22/08/1966;26/03/2001;#N/A;5;€ 3.080,00
5|ACME Corporation;421;1;Ana Beatriz Amor Andrade;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;5| white;10/11/1967;19/08/2018;#N/A;4;€ 1.305,00
5|ACME Corporation;422;1;Maria Alice Paulista Mello;5|Portugal|20|Portalegre;F;Female;7|Widowed ;5| white;01/04/1986;28/07/2000;#N/A;5;€ 3.080,00
5|ACME Corporation;423;1;Débora Moretti Mariani;5|Portugal|6|PORTO;F;Female;9|DIVORCED;5| white;18/07/1948;21/09/2016;#N/A;5;€ 1.305,00
5|ACME Corporation;424;1;Flavio Paulista Borges;5|Portugal|11|Santarém;M;Male;8| Separated ;5| white;06/04/1959;25/05/2003;#N/A;4;€ 2.500,00
5|ACME Corporation;425;1;Domingos Barbosa Cabral;5|Portugal|5| Lisboa;M;Male;6|MarrieD;5| white;14/04/1964;27/08/2012;#N/A;5;€ 1.305,00
5|ACME Corporation;426;1;Ana Júlia Padrão Moura;5|Portugal|16|Azores;F;Female;5|single;6|Black or African American;06/04/1980;17/04/2011;#N/A;5;€ 3.080,00
5|ACME Corporation;427;1;Rodrigo Melo Reis;5|Portugal|7| Setúbal ;M;Male;5|single;5| white;17/12/1948;25/11/2010;#N/A;4;€ 1.305,00
5|ACME Corporation;428;1;Fernanda Mariani Albuquerque;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;7|  Hispanic or LATINO;01/04/1950;08/10/2004;#N/A;5;€ 3.080,00
5|ACME Corporation;429;1;Isabella Cândido Freitas;5|Portugal|5| Lisboa;F;Female;6|MarrieD;5| white;29/12/1960;11/08/2010;#N/A;4;€ 1.305,00
5|ACME Corporation;430;1;Vitor Esteves Carvalho;5|Portugal|12|Leiria;M;Male;9|DIVORCED;5| white;26/06/1986;04/12/1999;#N/A;4;€ 2.500,00
5|ACME Corporation;431;1;Levy Padrão Barroso;5|Portugal|6|PORTO;M;Male;5|single;5| white;24/12/1967;15/12/2013;#N/A;4;€ 1.305,00
5|ACME Corporation;432;1;Luisa Garcia Martini;5|Portugal|23|Viana do Castelo;F;Female;6|MarrieD;5| white;08/07/1965;02/12/2013;#N/A;5;€ 2.500,00
5|ACME Corporation;433;1;Pedro Lucas Peçanha Caruso;5|Portugal|23|Viana do Castelo;M;Male;8| Separated ;6|Black or African American;19/06/1949;14/12/2021;#N/A;4;€ 1.305,00
5|ACME Corporation;434;1;Alana Melo Mazza;5|Portugal|13|Coimbra;F;Female;5|single;5| white;22/09/1974;12/05/1999;#N/A;5;€ 2.500,00
5|ACME Corporation;435;1;Kelly Campos Alencar;5|Portugal|20|Portalegre;F;Female;8| Separated ;5| white;27/11/1976;06/10/2009;#N/A;4;€ 1.305,00
5|ACME Corporation;436;1;Joanna Morais Reis;5|Portugal|12|Leiria;F;Female;9|DIVORCED;8|ASIAN;04/11/1977;28/01/2007;#N/A;5;€ 2.580,00
5|ACME Corporation;437;1;Vicente Cunha Azeredo;5|Portugal|7| Setúbal ;M;Male;9|DIVORCED;5| white;15/03/1985;13/12/2001;#N/A;5;€ 1.205,00
5|ACME Corporation;438;1;Stella Mello Brasão;5|Portugal|17|Viseu;F;Female;9|DIVORCED;5| white;03/03/1972;21/03/1999;#N/A;5;€ 2.500,00
5|ACME Corporation;439;1;Ammanda Seixas Monti;5|Portugal|24|Brangança;F;Female;8| Separated ;7|  Hispanic or LATINO;20/09/1981;07/10/2001;#N/A;5;€ 1.305,00
5|ACME Corporation;440;1;Melyssa Pinto Castro;5|Portugal|23|Viana do Castelo;F;Female;7|Widowed ;6|Black or African American;25/06/1987;29/06/2010;#N/A;5;€ 2.500,00
5|ACME Corporation;441;1;Bryan Camargo Evangelista;5|Portugal|9|braga;M;Male;6|MarrieD;5| white;07/08/1954;01/02/2017;#N/A;4;€ 1.285,00
5|ACME Corporation;442;1;Renato Nascimento Ferrara;5|Portugal|17|Viseu;M;Male;5|single;5| white;29/03/1966;13/06/2006;#N/A;4;€ 3.080,00
5|ACME Corporation;443;0;Pietro Ribeiro Auth;5|Portugal|16|Azores;M;Male;5|single;5| white;28/04/1974;06/12/2019;01/01/2020;2;€ 1.385,00
5|ACME Corporation;444;1;Flávio Madureira Tavares;5|Portugal|22|Vila Real;M;Male;7|Widowed ;5| white;10/01/1957;10/01/2017;#N/A;4;€ 3.080,00
5|ACME Corporation;445;1;Ana Lívia Camacho Saragoça;5|Portugal|23|Viana do Castelo;F;Female;5|single;5| white;10/07/1968;04/10/2014;#N/A;4;€ 1.285,00
5|ACME Corporation;446;1;Isys Miranda de Oliveira;5|Portugal|9|braga;F;Female;9|DIVORCED;5| white;21/04/1986;12/10/2021;#N/A;5;€ 3.080,00
5|ACME Corporation;447;1;Alini Esteves Frois;5|Portugal|17|Viseu;F;Female;8| Separated ;6|Black or African American;06/11/1949;26/08/2015;#N/A;4;€ 1.305,00
5|ACME Corporation;448;1;Alicia Frasão Teixeira;5|Portugal|9|braga;F;Female;8| Separated ;5| white;31/03/1981;13/06/2010;#N/A;4;€ 3.000,00
5|ACME Corporation;449;1;Luana Asvilla Andrade;5|Portugal|13|Coimbra;F;Female;9|DIVORCED;5| white;17/01/1965;16/06/2017;#N/A;5;€ 1.385,00
5|ACME Corporation;450;1;Danylo Junqueira Lombardi;5|Portugal|15| ÉVORA;M;Male;7|Widowed ;7|  Hispanic or LATINO;30/11/1966;05/09/2011;#N/A;4;€ 2.500,00
5|ACME Corporation;451;1;Caroline Moretti Almeida;5|Portugal|6|PORTO;F;Female;8| Separated ;5| white;14/03/1962;23/07/2019;#N/A;4;€ 1.385,00
5|ACME Corporation;452;1;Emmanuel Farina Santacruz;5|Portugal|22|Vila Real;M;Male;8| Separated ;5| white;07/07/1948;23/11/2011;#N/A;5;€ 3.000,00
5|ACME Corporation;453;1;Kamille Seixas Martini;5|Portugal|5| Lisboa;F;Female;5|single;5| white;27/05/1971;17/04/2008;#N/A;4;€ 1.285,00
5|ACME Corporation;454;1;Francisca Santana Sacramento;5|Portugal|9|braga;F;Female;8| Separated ;6|Black or African American;19/02/1971;16/01/2013;#N/A;4;€ 3.000,00
5|ACME Corporation;455;1;Maria Flor Nunes Campos;5|Portugal|10|Faro;F;Female;7|Widowed ;8|ASIAN;07/10/1963;28/08/2014;#N/A;5;€ 1.305,00
5|ACME Corporation;456;1;Ana Clara Russo Silva;5|Portugal|17|Viseu;F;Female;5|single;5| white;06/07/1982;17/04/2005;#N/A;4;€ 3.000,00
5|ACME Corporation;457;1;José Barboza Frasão;5|Portugal|11|Santarém;M;Male;8| Separated ;5| white;16/05/1980;13/04/2005;#N/A;5;€ 1.385,00
5|ACME Corporation;458;1;Breno Almeida Romano;5|Portugal|16|Azores;M;Male;7|Widowed ;5| white;27/05/1984;13/01/2020;#N/A;4;€ 2.580,00
5|ACME Corporation;459;1;Aurorah Giordano Paulista;5|Portugal|22|Vila Real;F;Female;9|DIVORCED;5| white;01/11/1965;20/09/2002;#N/A;4;€ 1.205,00
5|ACME Corporation;460;1;Ammanda Bianchi Bianchi;5|Portugal|22|Vila Real;F;Female;7|Widowed ;5| white;11/02/1966;06/09/2001;#N/A;4;€ 2.580,00
5|ACME Corporation;461;1;Ammanda Mello Brasão;5|Portugal|7| Setúbal ;F;Female;5|single;7|  Hispanic or LATINO;06/08/1955;21/02/2006;#N/A;5;€ 1.205,00
5|ACME Corporation;462;1;Gloria Marino Santana;5|Portugal|14|Madeira;F;Female;8| Separated ;5| white;16/10/1967;16/11/2016;#N/A;5;€ 2.500,00
5|ACME Corporation;463;1;Manuel Leitão Cândido;5|Portugal|23|Viana do Castelo;M;Male;7|Widowed ;5| white;05/11/1965;22/03/2018;#N/A;4;€ 1.205,00
5|ACME Corporation;464;1;Maria Alice Badu Brasil;5|Portugal|22|Vila Real;F;Female;5|single;5| white;29/04/1975;13/06/2008;#N/A;5;€ 3.080,00
5|ACME Corporation;465;1;Luan Silva Andrade;5|Portugal|17|Viseu;M;Male;7|Widowed ;5| white;29/11/1974;23/08/2004;#N/A;4;€ 1.205,00
5|ACME Corporation;466;1;Otávio Cunha Braga;5|Portugal|13|Coimbra;M;Male;6|MarrieD;5| white;11/06/1957;11/11/2010;#N/A;5;€ 2.500,00
5|ACME Corporation;467;1;Bartolomeo Anunciação Rizzo;5|Portugal|15| ÉVORA;M;Male;7|Widowed ;5| white;06/05/1989;08/04/2006;#N/A;4;€ 1.305,00
5|ACME Corporation;468;1;Tomás Aleluia Ferrara;5|Portugal|7| Setúbal ;M;Male;9|DIVORCED;6|Black or African American;07/10/1976;26/04/2018;#N/A;4;€ 3.000,00
5|ACME Corporation;469;1;Antonella Bispo Pimenta;5|Portugal|21|Guarda;F;Female;7|Widowed ;5| white;08/02/1979;31/05/2016;#N/A;5;€ 1.285,00
5|ACME Corporation;470;1;Beatriz Leite Bermudes;5|Portugal|16|Azores;F;Female;9|DIVORCED;5| white;18/05/1965;29/11/2007;#N/A;5;€ 2.500,00
5|ACME Corporation;471;1;Giovana Noronha Martins;5|Portugal|21|Guarda;F;Female;5|single;5| white;02/06/1951;10/03/2014;#N/A;5;€ 1.305,00
5|ACME Corporation;472;1;Luna Mazza Ferreira;5|Portugal|15| ÉVORA;F;Female;9|DIVORCED;7|  Hispanic or LATINO;22/06/1961;27/11/2000;#N/A;5;€ 2.500,00
5|ACME Corporation;473;1;Vitória Galli Colombo;5|Portugal|24|Brangança;F;Female;7|Widowed ;5| white;24/07/1967;10/05/2002;#N/A;5;€ 1.305,00
5|ACME Corporation;474;1;Claudio Santos Bicalho;5|Portugal|15| ÉVORA;M;Male;9|DIVORCED;8|ASIAN;11/10/1967;21/10/2015;#N/A;5;€ 2.580,00
5|ACME Corporation;475;1;Erick Siqueira Rodrigues;5|Portugal|8|AveirO;M;Male;6|MarrieD;6|Black or African American;05/09/1992;07/11/2006;#N/A;5;€ 1.385,00
5|ACME Corporation;476;1;Glória Maria Rodrigues Tavares;5|Portugal|6|PORTO;F;Female;7|Widowed ;5| white;08/05/1951;02/06/2014;#N/A;5;€ 3.000,00
5|ACME Corporation;477;1;Felipe Santos Badu;5|Portugal|18|Castelo Branco;M;Male;6|MarrieD;5| white;09/12/1980;09/10/2011;#N/A;5;€ 1.305,00
5|ACME Corporation;478;1;Natália Bianchi Saragoça;5|Portugal|12|Leiria;F;Female;7|Widowed ;5| white;03/10/1979;17/09/2019;#N/A;5;€ 2.500,00
5|ACME Corporation;479;1;Mateus Tavares Machado;5|Portugal|19|Beja;M;Male;9|DIVORCED;5| white;10/10/1966;21/06/2006;#N/A;4;€ 1.205,00
5|ACME Corporation;480;1;Eduardo Siqueira Nunes;5|Portugal|8|AveirO;M;Male;6|MarrieD;5| white;28/07/1956;29/07/2003;#N/A;5;€ 2.580,00
5|ACME Corporation;481;1;Byatriz Santana Camões;5|Portugal|21|Guarda;F;Female;7|Widowed ;5| white;07/09/1964;30/07/2022;#N/A;5;€ 1.385,00
5|ACME Corporation;482;1;Victor Farias Ferrara;5|Portugal|7| Setúbal ;M;Male;6|MarrieD;6|Black or African American;10/06/1971;09/11/2018;#N/A;4;€ 2.500,00
5|ACME Corporation;483;1;Maria Alice Moretti Carvalho;5|Portugal|21|Guarda;F;Female;9|DIVORCED;7|  Hispanic or LATINO;09/05/1956;29/09/2018;#N/A;5;€ 1.205,00
5|ACME Corporation;484;1;Miguel Henrique Martinelli Negrão;5|Portugal|22|Vila Real;M;Male;6|MarrieD;5| white;24/02/1967;19/12/2011;#N/A;4;€ 3.080,00
5|ACME Corporation;485;1;Deborah Braga Marino;5|Portugal|8|AveirO;F;Female;5|single;5| white;23/04/1960;22/05/2013;#N/A;5;€ 1.205,00
5|ACME Corporation;486;1;Peter Caruso Giordano;5|Portugal|19|Beja;M;Male;5|single;5| white;23/06/1964;18/07/2009;#N/A;5;€ 3.080,00
5|ACME Corporation;487;1;Sophia Chaves Seixas;5|Portugal|21|Guarda;F;Female;5|single;5| white;16/10/1974;08/05/2007;#N/A;5;€ 1.305,00
5|ACME Corporation;488;1;Anna Carolina Bianchi Alves;5|Portugal|13|Coimbra;F;Female;5|single;5| white;15/10/1949;24/11/2018;#N/A;5;€ 2.500,00
5|ACME Corporation;489;1;Victória Ricci Santos;5|Portugal|11|Santarém;F;Female;9|DIVORCED;6|Black or African American;17/12/1977;02/10/2004;#N/A;4;€ 1.285,00
5|ACME Corporation;490;1;Valentina Andrade Cardoso;5|Portugal|14|Madeira;F;Female;7|Widowed ;5| white;14/09/1963;02/11/1999;#N/A;5;€ 3.000,00
5|ACME Corporation;491;1;Felipe Santana Sousa;5|Portugal|13|Coimbra;M;Male;5|single;5| white;05/10/1988;23/12/2014;#N/A;5;€ 1.305,00
5|ACME Corporation;492;1;Maitê Luz Anjos;5|Portugal|5| Lisboa;F;Female;9|DIVORCED;5| white;24/03/1982;29/01/2018;#N/A;4;€ 3.000,00
5|ACME Corporation;493;1;João Miguel Romano Ferrara;5|Portugal|11|Santarém;M;Male;9|DIVORCED;8|ASIAN;14/02/1971;08/02/2012;#N/A;5;€ 1.305,00
