company;id_employee_pk;flg_active;employee_name;states;id_sufix_gender;id_marital_status_fk;marital_status;marital_status;id_race_fk;ethnicity;ethnicity;birthday;id_background_education_fk;background_education;id_department_fk;department;id_role_fk;role;id_level_fk;level;date_of_hire;id_recruitment_source_fk;recruitment_source;date_of_fire;id_reason_dimissal_fk;reason_dimissal;satisfaction_grade;actual_salary
5-ACME Corporation;442;1;Péricles Caruso Bermudes;5-Portugal 19-Beja;M;6;MarrieD;6 MarrieD;5; white;5  white;14/10/1954;7;Undergraduate degree;10;Operations;11;Analyst;5;Junior;15/06/2004;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;443;1;Alicia dos Santos Alves;5-Portugal 11-Santarém;F;9;DIVORCED;9 DIVORCED;5; white;5  white;14/02/1962;7;Undergraduate degree;8;Human Resource;10;Trainee;#N/A;#N/A;16/12/2002;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;444;1;Murilo Bragança Bandeira;5-Portugal 19-Beja;M;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;26/11/1952;7;Undergraduate degree;13;Audit;11;Analyst;6;Pleno;06/05/2021;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;445;1;Mariana Auth Testa;5-Portugal 17-Viseu;F;5;single;5 single;5; white;5  white;11/08/1958;7;Undergraduate degree;11;Communication & Marketing;10;Trainee;#N/A;#N/A;04/09/2006;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;446;1;João Pedro Brito Salvador;5-Portugal 14-Madeira;M;9;DIVORCED;9 DIVORCED;5; white;5  white;28/04/1980;7;Undergraduate degree;8;Human Resource;11;Analyst;6;Pleno;26/04/2022;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;447;1;Paloma Machado Ferrari;5-Portugal 24-Brangança;F;9;DIVORCED;9 DIVORCED;7;  Hispanic or LATINO;7   Hispanic or LATINO;13/04/1975;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;12/08/2015;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;448;1;Katarina Carneiro Longo;5-Portugal 21-Guarda;F;5;single;5 single;5; white;5  white;06/03/1965;8;Graduate school;12;Controlling;11;Analyst;7;Senior;01/11/2006;13;Google;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;449;1;Hector Albuquerque Monteiro;5-Portugal 23-Viana do Castelo;M;8; Separated ;8  Separated ;5; white;5  white;21/02/1983;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;25/03/2009;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;450;1;Kauê Ricci Moretti;5-Portugal 7- Setúbal ;M;6;MarrieD;6 MarrieD;5; white;5  white;27/10/1971;8;Graduate school;11;Communication & Marketing;11;Analyst;5;Junior;14/04/2007;13;Google;#N/A;#N/A;#N/A;5;€ 3.080,00
5-ACME Corporation;451;1;Pablo Siqueira Carvalho;5-Portugal 9-braga;M;5;single;5 single;6;Black or African American;6 Black or African American;10/11/1966;7;Undergraduate degree;10;Operations;9;Intern;#N/A;#N/A;22/05/2008;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;452;1;Arthur Henrique Gomes Castro;5-Portugal 5- Lisboa;M;6;MarrieD;6 MarrieD;8;ASIAN;8 ASIAN;25/06/1968;8;Graduate school;5; Presidency;11;Analyst;6;Pleno;03/11/2015;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;453;1;Claudia Camões De Luca;5-Portugal 20-Portalegre;F;6;MarrieD;6 MarrieD;5; white;5  white;02/12/1973;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;27/06/2010;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 1.285,00
5-ACME Corporation;454;1;Joanna Dias Cabral;5-Portugal 13-Coimbra;F;6;MarrieD;6 MarrieD;5; white;5  white;08/03/1954;8;Graduate school;11;Communication & Marketing;11;Analyst;6;Pleno;23/09/1999;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;455;1;Adelaide Bragança Abranches;5-Portugal 22-Vila Real;F;9;DIVORCED;9 DIVORCED;5; white;5  white;04/05/1955;7;Undergraduate degree;7;Finance;10;Trainee;#N/A;#N/A;09/12/2000;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;456;1;Sarah Gonçalves Borba;5-Portugal 11-Santarém;F;9;DIVORCED;9 DIVORCED;5; white;5  white;08/01/1954;7;Undergraduate degree;7;Finance;11;Analyst;6;Pleno;25/05/2022;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;457;1;Otávio Camargo Martinelli;5-Portugal 12-Leiria;M;7;Widowed ;7 Widowed ;5; white;5  white;25/04/1984;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;19/01/2002;5;Indeed;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;458;1;Danilo sobrenome Farias;5-Portugal 15- ÉVORA;M;6;MarrieD;6 MarrieD;7;  Hispanic or LATINO;7   Hispanic or LATINO;11/01/1973;8;Graduate school;13;Audit;11;Analyst;7;Senior;30/09/1999;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;459;1;Rachel Pasquim Testa;5-Portugal 9-braga;F;8; Separated ;8  Separated ;5; white;5  white;15/05/1970;7;Undergraduate degree;12;Controlling;10;Trainee;#N/A;#N/A;08/03/2015;11;Next Station;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;460;1;Malco Figo Malafaia;5-Portugal 24-Brangança;M;9;DIVORCED;9 DIVORCED;5; white;5  white;29/06/1982;8;Graduate school;7;Finance;11;Analyst;5;Junior;13/01/2019;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;461;1;Ana Carolina Dias Mancini;5-Portugal 22-Vila Real;F;9;DIVORCED;9 DIVORCED;5; white;5  white;02/09/1986;7;Undergraduate degree;8;Human Resource;9;Intern;#N/A;#N/A;16/10/2011;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 1.285,00
5-ACME Corporation;462;1;Gael Testa Moura;5-Portugal 19-Beja;M;8; Separated ;8  Separated ;5; white;5  white;27/01/1962;7;Undergraduate degree;9; Commercial;11;Analyst;7;Senior;23/11/2012;11;Next Station;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;463;1;Maria Fernanda Santoro Botelho;5-Portugal 21-Guarda;F;7;Widowed ;7 Widowed ;5; white;5  white;24/01/1980;7;Undergraduate degree;13;Audit;10;Trainee;#N/A;#N/A;25/01/2000;15;Website;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;464;1;Rachel Serra Abranches;5-Portugal 16-Azores;F;6;MarrieD;6 MarrieD;5; white;5  white;24/10/1973;7;Undergraduate degree;12;Controlling;11;Analyst;6;Pleno;24/11/2019;13;Google;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;465;1;Rafaela Braga Pellegrini;5-Portugal 14-Madeira;F;6;MarrieD;6 MarrieD;6;Black or African American;6 Black or African American;06/12/1981;7;Undergraduate degree;7;Finance;10;Trainee;#N/A;#N/A;23/04/2000;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;466;1;Raul Badu dos Santos;5-Portugal 5- Lisboa;M;5;single;5 single;5; white;5  white;06/05/1949;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;03/03/2014;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;467;1;Vitória Siqueira Costatini;5-Portugal 5- Lisboa;F;5;single;5 single;5; white;5  white;22/03/1985;7;Undergraduate degree;11;Communication & Marketing;9;Intern;#N/A;#N/A;12/10/2016;15;Website;#N/A;#N/A;#N/A;4;€ 1.285,00
5-ACME Corporation;468;1;Hector Teixeira Frois;5-Portugal 14-Madeira;M;7;Widowed ;7 Widowed ;5; white;5  white;04/06/1978;8;Graduate school;6;Administration;11;Analyst;5;Junior;17/10/2019;15;Website;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;469;1;Maria Heloísa Pinto Gouveia;5-Portugal 6-PORTO;F;5;single;5 single;7;  Hispanic or LATINO;7   Hispanic or LATINO;25/12/1949;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;06/10/2009;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;470;1;Isabella Campos Abranches;5-Portugal 24-Brangança;F;6;MarrieD;6 MarrieD;5; white;5  white;04/09/1981;7;Undergraduate degree;8;Human Resource;11;Analyst;7;Senior;03/10/2015;10;Jobs in Lisbon;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;471;1;Emanuelly Marques Marino;5-Portugal 23-Viana do Castelo;F;5;single;5 single;8;ASIAN;8 ASIAN;15/05/1992;7;Undergraduate degree;11;Communication & Marketing;10;Trainee;#N/A;#N/A;12/09/2019;5;Indeed;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;472;1;Emmanuel Aguiar Mazza;5-Portugal 12-Leiria;M;9;DIVORCED;9 DIVORCED;6;Black or African American;6 Black or African American;17/01/1950;8;Graduate school;12;Controlling;11;Analyst;5;Junior;13/04/2011;7;SAPO Emprego;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;473;1;Maria Isis Lima Rizzo;5-Portugal 24-Brangança;F;5;single;5 single;5; white;5  white;11/07/1959;7;Undergraduate degree;7;Finance;9;Intern;#N/A;#N/A;07/09/2014;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;474;1;Abel Almeida Ildelfonso;5-Portugal 14-Madeira;M;5;single;5 single;5; white;5  white;07/07/1965;7;Undergraduate degree;12;Controlling;11;Analyst;6;Pleno;03/01/2004;12; recommendation of employee;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;475;1;Olívia Almeida Bragança;5-Portugal 5- Lisboa;F;8; Separated ;8  Separated ;5; white;5  white;02/01/1979;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;14/04/2015;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;476;1;Luiz Felipe Frois Batista;5-Portugal 22-Vila Real;M;9;DIVORCED;9 DIVORCED;5; white;5  white;08/05/1967;7;Undergraduate degree;6;Administration;11;Analyst;7;Senior;16/08/2013;11;Next Station;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;477;1;Bruno Bicalho Alcantara;5-Portugal 11-Santarém;M;5;single;5 single;5; white;5  white;30/11/1988;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;27/06/2002;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;478;1;Sarah Botelho Barreto;5-Portugal 22-Vila Real;F;8; Separated ;8  Separated ;5; white;5  white;05/12/1964;7;Undergraduate degree;8;Human Resource;11;Analyst;6;Pleno;29/11/2019;13;Google;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;479;1;Arthur Henrique Ramos Farias;5-Portugal 17-Viseu;M;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;13/07/1957;7;Undergraduate degree;6;Administration;9;Intern;#N/A;#N/A;08/10/2020;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;480;1;Bartolomeo Martins Anjos;5-Portugal 11-Santarém;M;9;DIVORCED;9 DIVORCED;7;  Hispanic or LATINO;7   Hispanic or LATINO;27/08/1975;8;Graduate school;6;Administration;11;Analyst;6;Pleno;26/12/2000;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;481;1;Adélio Pinheiro Monteiro;5-Portugal 12-Leiria;M;7;Widowed ;7 Widowed ;5; white;5  white;31/08/1959;7;Undergraduate degree;5; Presidency;9;Intern;#N/A;#N/A;13/01/2017;10;Jobs in Lisbon;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;482;1;Marta Mariani Mariani;5-Portugal 21-Guarda;F;9;DIVORCED;9 DIVORCED;5; white;5  white;16/11/1960;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;11/12/2003;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;483;1;Maria Clara Rangel Simões;5-Portugal 7- Setúbal ;F;9;DIVORCED;9 DIVORCED;5; white;5  white;14/11/1971;7;Undergraduate degree;5; Presidency;9;Intern;#N/A;#N/A;09/02/2009;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;484;1;Emilly Bispo Aleluia;5-Portugal 9-braga;F;9;DIVORCED;9 DIVORCED;5; white;5  white;11/03/1962;7;Undergraduate degree;10;Operations;11;Analyst;5;Junior;02/07/2002;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;485;1;Ângelo Ramos Rocha;5-Portugal 19-Beja;M;8; Separated ;8  Separated ;5; white;5  white;14/11/1969;7;Undergraduate degree;10;Operations;9;Intern;#N/A;#N/A;08/03/2016;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;486;1;Abel Morais Nascimento;5-Portugal 13-Coimbra;M;5;single;5 single;6;Black or African American;6 Black or African American;11/02/1983;8;Graduate school;11;Communication & Marketing;11;Analyst;5;Junior;16/02/2007;5;Indeed;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;487;1;João Garcia Morato;5-Portugal 20-Portalegre;M;6;MarrieD;6 MarrieD;5; white;5  white;03/11/1951;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;27/05/2005;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;488;1;Giovana Carneiro Testa;5-Portugal 11-Santarém;F;8; Separated ;8  Separated ;5; white;5  white;12/10/1982;7;Undergraduate degree;10;Operations;11;Analyst;7;Senior;05/11/2003;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;489;1;Bárbara Medeiros Malafaia;5-Portugal 8-AveirO;F;8; Separated ;8  Separated ;5; white;5  white;28/02/1961;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;20/06/2015;8;Net Empregos;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;490;1;Isis Conti Aguiar;5-Portugal 7- Setúbal ;F;8; Separated ;8  Separated ;8;ASIAN;8 ASIAN;17/03/1986;8;Graduate school;11;Communication & Marketing;11;Analyst;5;Junior;03/01/2015;14;LinkedIn;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;491;1;Madalena Gallo Reis;5-Portugal 22-Vila Real;F;9;DIVORCED;9 DIVORCED;7;  Hispanic or LATINO;7   Hispanic or LATINO;23/11/1988;7;Undergraduate degree;12;Controlling;9;Intern;#N/A;#N/A;11/02/2006;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 1.205,00
5-ACME Corporation;492;1;Juliana Mancini Carneiro;5-Portugal 24-Brangança;F;9;DIVORCED;9 DIVORCED;5; white;5  white;18/10/1974;7;Undergraduate degree;10;Operations;11;Analyst;6;Pleno;20/07/1999;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;493;1;Giovanna Farina Costatini;5-Portugal 14-Madeira;F;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;04/06/1989;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;16/04/2003;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;494;1;Kamilla Giordano Negrão;5-Portugal 22-Vila Real;F;9;DIVORCED;9 DIVORCED;5; white;5  white;30/12/1961;7;Undergraduate degree;8;Human Resource;11;Analyst;5;Junior;12/07/2007;6;Learn4Good;#N/A;#N/A;#N/A;4;€ 2.580,00
5-ACME Corporation;495;1;Maria Alice Barbieri De Luca;5-Portugal 5- Lisboa;F;9;DIVORCED;9 DIVORCED;5; white;5  white;31/05/1981;7;Undergraduate degree;10;Operations;10;Trainee;#N/A;#N/A;01/09/2013;5;Indeed;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;496;1;Danniel Seixas Brasil;5-Portugal 9-braga;M;9;DIVORCED;9 DIVORCED;5; white;5  white;09/03/1959;8;Graduate school;7;Finance;11;Analyst;5;Junior;25/11/2018;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;497;1;Fernando Manuel Leitão Cardoso;5-Portugal 10-Faro;M;8; Separated ;8  Separated ;5; white;5  white;20/04/1976;7;Undergraduate degree;7;Finance;9;Intern;#N/A;#N/A;29/03/2022;15;Website;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;498;1;Davi Lucas Souza Peçanha;5-Portugal 16-Azores;M;6;MarrieD;6 MarrieD;5; white;5  white;11/09/1984;7;Undergraduate degree;5; Presidency;11;Analyst;6;Pleno;29/11/2016;13;Google;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;499;1;Francisco Emanuel Asvilla Russo;5-Portugal 15- ÉVORA;M;5;single;5 single;5; white;5  white;11/08/1950;7;Undergraduate degree;11;Communication & Marketing;9;Intern;#N/A;#N/A;28/03/2012;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 1.285,00
5-ACME Corporation;500;1;Fernando Mariano Camões Leitão;5-Portugal 14-Madeira;M;7;Widowed ;7 Widowed ;6;Black or African American;6 Black or African American;08/07/1962;8;Graduate school;9; Commercial;11;Analyst;7;Senior;29/11/2020;15;Website;#N/A;#N/A;#N/A;4;€ 3.080,00
5-ACME Corporation;501;1;Lavignia Amor Braga;5-Portugal 6-PORTO;F;8; Separated ;8  Separated ;5; white;5  white;01/06/1964;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;13/03/2000;5;Indeed;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;502;1;Juliana Mello dos Santos;5-Portugal 9-braga;F;8; Separated ;8  Separated ;7;  Hispanic or LATINO;7   Hispanic or LATINO;30/07/1957;8;Graduate school;7;Finance;11;Analyst;6;Pleno;10/12/2018;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;503;1;Levi Mendes Azeredo;5-Portugal 23-Viana do Castelo;M;8; Separated ;8  Separated ;5; white;5  white;04/04/1960;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;26/10/2008;13;Google;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;504;1;Pablo Soares Nascimento;5-Portugal 12-Leiria;M;5;single;5 single;5; white;5  white;02/08/1949;7;Undergraduate degree;13;Audit;11;Analyst;6;Pleno;13/11/2005;13;Google;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;505;1;Miguel Henrique Bermudes Batista;5-Portugal 24-Brangança;M;6;MarrieD;6 MarrieD;5; white;5  white;20/05/1987;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;07/11/2011;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;506;1;Carlos Eduardo Miranda Frasão;5-Portugal 14-Madeira;M;7;Widowed ;7 Widowed ;5; white;5  white;05/10/1973;8;Graduate school;8;Human Resource;11;Analyst;6;Pleno;10/05/2019;5;Indeed;#N/A;#N/A;#N/A;5;€ 3.080,00
5-ACME Corporation;507;1;Kleriston dos Santos Auth;5-Portugal 11-Santarém;M;5;single;5 single;6;Black or African American;6 Black or African American;31/07/1972;7;Undergraduate degree;6;Administration;10;Trainee;#N/A;#N/A;24/03/2005;6;Learn4Good;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;508;1;Ariela Bermudes de Oliveira;5-Portugal 8-AveirO;F;8; Separated ;8  Separated ;5; white;5  white;19/04/1962;8;Graduate school;13;Audit;11;Analyst;5;Junior;20/05/2019;11;Next Station;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;509;1;César Giordano Trindade;5-Portugal 11-Santarém;M;7;Widowed ;7 Widowed ;8;ASIAN;8 ASIAN;28/09/1973;7;Undergraduate degree;8;Human Resource;10;Trainee;#N/A;#N/A;28/04/2010;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;510;1;Isa Barroso Giordano;5-Portugal 13-Coimbra;F;5;single;5 single;5; white;5  white;14/05/1982;8;Graduate school;5; Presidency;11;Analyst;6;Pleno;09/11/1999;10;Jobs in Lisbon;#N/A;#N/A;#N/A;5;€ 3.000,00
5-ACME Corporation;511;1;Sarah Melo Borges;5-Portugal 5- Lisboa;F;5;single;5 single;5; white;5  white;05/11/1978;7;Undergraduate degree;12;Controlling;10;Trainee;#N/A;#N/A;12/05/2004;12; recommendation of employee;#N/A;#N/A;#N/A;4;€ 1.305,00
5-ACME Corporation;512;1;Kelly Santos Marino;5-Portugal 13-Coimbra;F;9;DIVORCED;9 DIVORCED;5; white;5  white;20/08/1962;7;Undergraduate degree;12;Controlling;11;Analyst;7;Senior;05/11/2009;9;Empregos Online;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;513;1;Erick Medeiros Bandeira;5-Portugal 5- Lisboa;M;9;DIVORCED;9 DIVORCED;7;  Hispanic or LATINO;7   Hispanic or LATINO;26/08/1975;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;11/12/2009;15;Website;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;514;1;Ruan Costa Brasão;5-Portugal 11-Santarém;M;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;02/07/1973;7;Undergraduate degree;8;Human Resource;11;Analyst;5;Junior;17/12/2008;7;SAPO Emprego;#N/A;#N/A;#N/A;5;€ 2.580,00
5-ACME Corporation;515;1;Arthur Miranda Barbieri;5-Portugal 12-Leiria;M;8; Separated ;8  Separated ;5; white;5  white;08/08/1954;7;Undergraduate degree;9; Commercial;10;Trainee;#N/A;#N/A;20/02/2018;5;Indeed;#N/A;#N/A;#N/A;4;€ 1.385,00
5-ACME Corporation;516;1;Bryan Duarte Braga;5-Portugal 24-Brangança;M;7;Widowed ;7 Widowed ;5; white;5  white;18/08/1983;8;Graduate school;6;Administration;11;Analyst;7;Senior;22/06/1999;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;517;1;Mariana Mazza Nascimento;5-Portugal 15- ÉVORA;F;7;Widowed ;7 Widowed ;5; white;5  white;03/12/1968;7;Undergraduate degree;13;Audit;9;Intern;#N/A;#N/A;12/04/2007;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;518;1;Ian Pinto Azeredo;5-Portugal 20-Portalegre;M;6;MarrieD;6 MarrieD;5; white;5  white;15/01/1967;7;Undergraduate degree;13;Audit;11;Analyst;5;Junior;17/07/2019;13;Google;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;519;1;Lorenzo Lombardi Negrão;5-Portugal 6-PORTO;M;9;DIVORCED;9 DIVORCED;5; white;5  white;16/11/1948;7;Undergraduate degree;7;Finance;10;Trainee;#N/A;#N/A;31/05/2001;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;520;1;Bryan De Luca Colombo;5-Portugal 21-Guarda;M;6;MarrieD;6 MarrieD;5; white;5  white;08/12/1947;7;Undergraduate degree;5; Presidency;11;Analyst;5;Junior;13/07/2020;5;Indeed;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;521;1;Alice Bianchi Abranches;5-Portugal 24-Brangança;F;8; Separated ;8  Separated ;6;Black or African American;6 Black or African American;02/02/1952;7;Undergraduate degree;5; Presidency;10;Trainee;#N/A;#N/A;12/03/2005;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;522;1;Ana Cecília Marques Batista;5-Portugal 9-braga;F;6;MarrieD;6 MarrieD;5; white;5  white;30/05/1977;7;Undergraduate degree;13;Audit;11;Analyst;5;Junior;29/12/2021;11;Next Station;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;523;1;Frankin Arruda Aleluia;5-Portugal 22-Vila Real;M;8; Separated ;8  Separated ;5; white;5  white;05/04/1957;7;Undergraduate degree;8;Human Resource;10;Trainee;#N/A;#N/A;20/02/2000;13;Google;#N/A;#N/A;#N/A;5;€ 1.385,00
5-ACME Corporation;524;1;Flaviano Faro Nascimento;5-Portugal 16-Azores;M;7;Widowed ;7 Widowed ;7;  Hispanic or LATINO;7   Hispanic or LATINO;07/08/1982;7;Undergraduate degree;5; Presidency;11;Analyst;7;Senior;18/08/2009;11;Next Station;#N/A;#N/A;#N/A;4;€ 2.500,00
5-ACME Corporation;525;1;Marina Santacruz Castro;5-Portugal 12-Leiria;F;7;Widowed ;7 Widowed ;5; white;5  white;04/11/1955;7;Undergraduate degree;9; Commercial;9;Intern;#N/A;#N/A;26/04/2008;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.285,00
5-ACME Corporation;526;1;Vagner Caminha Bispo;5-Portugal 12-Leiria;M;9;DIVORCED;9 DIVORCED;5; white;5  white;02/06/1952;8;Graduate school;5; Presidency;11;Analyst;7;Senior;08/01/2010;9;Empregos Online;#N/A;#N/A;#N/A;4;€ 3.000,00
5-ACME Corporation;527;1;Rainah Pedroso Bactista;5-Portugal 12-Leiria;F;7;Widowed ;7 Widowed ;5; white;5  white;22/06/1977;7;Undergraduate degree;11;Communication & Marketing;9;Intern;#N/A;#N/A;22/11/2004;13;Google;#N/A;#N/A;#N/A;5;€ 1.285,00
5-ACME Corporation;528;1;Victor Souza Leitão;5-Portugal 5- Lisboa;M;9;DIVORCED;9 DIVORCED;8;ASIAN;8 ASIAN;28/09/1959;7;Undergraduate degree;6;Administration;11;Analyst;5;Junior;30/06/2017;8;Net Empregos;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;529;1;Giovana Rocha Castro;5-Portugal 21-Guarda;F;9;DIVORCED;9 DIVORCED;5; white;5  white;16/04/1972;7;Undergraduate degree;6;Administration;9;Intern;#N/A;#N/A;09/11/1999;15;Website;#N/A;#N/A;#N/A;5;€ 1.205,00
5-ACME Corporation;530;1;Mariana Dias Barboza;5-Portugal 11-Santarém;F;5;single;5 single;5; white;5  white;06/12/1975;7;Undergraduate degree;7;Finance;11;Analyst;6;Pleno;23/08/2011;11;Next Station;#N/A;#N/A;#N/A;5;€ 2.500,00
5-ACME Corporation;531;1;Dulce Giordano Batista;5-Portugal 12-Leiria;F;7;Widowed ;7 Widowed ;5; white;5  white;21/11/1959;7;Undergraduate degree;12;Controlling;10;Trainee;#N/A;#N/A;19/06/2013;14;LinkedIn;#N/A;#N/A;#N/A;5;€ 1.305,00
5-ACME Corporation;532;1;Enzzo Anunciação Bispo;5-Portugal 17-Viseu;M;7;Widowed ;7 Widowed ;5; white;5  white;29/04/1959;8;Graduate school;10;Operations;11;Analyst;7;Senior;21/06/2010;5;Indeed;#N/A;#N/A;#N/A;5;€ 3.000,00
